unqiue_id	response
2020MNRAS.491.5759H__Dodson-Robinson_&_Salyk_2011_Instance_1	"{
""Task"": [""analysis on 32 discs"", ""analysis on the width of these gaps""],
""Material"": [""ALMA"", ""discs in the Taurus star-forming region"", ""hydrodynamic simulations""],
""Technique"": [""analysis""],
""Process"": [""perform an analysis"", ""estimate the masses of the planets"", ""compare the distance between the minimum of the gaps and the maximum of the rings""],
""Measure"": [""gap location"", ""gap width"", ""masses of planets"", ""RHill"", ""α"", ""ν"", ""disc lifetime""],
""Concept"": [""axisymmetric structure"", ""dark band bright ring pairs"", ""emission bumps"", ""cavities"", ""gap ring pairs"", ""planet–disc interactions"", ""condensation fronts"", ""vortices"", ""stellar age estimates"", ""spectral type of the target stars""]
}"
2021AandA...653A..85S__However,_Genovali_et_al._(2014)_Instance_2	"Here is the output in JSON format:

{
""Material"": [""metal-rich disc sample"", ""ISM"", ""stars"", ""Cepheids"", ""SMR stars""],
""Technique"": [""Eq. (2)""],
""Process"": [""estimating Rbirth"", ""blurring"", ""churning""],
""Measure"": [""orbital eccentricities"", ""ISM radial metallicity gradients"", ""stellar metallicity"", ""metallicity distribution function"", ""[M/H]""],
""Concept"": [""solar vicinity"", ""metallicity gradients"", ""radial metallicity gradients"", ""stellar migration"", ""churned candidates""]
}"
2020AandA...643A..93H__Lin_et_al._2016a_Instance_1	"{
""Task"": [""test cosmic isotropy"", ""explore the cosmic anisotropy""],
""Material"": [""type Ia supernovae"", ""Union2 sample"", ""Union2.1 sample"", ""Joint Light-Curve Analysis sample"", ""Pantheon sample"", ""gamma-ray bursts"", ""galaxies"", ""gravitational wave"", ""fast radio bursts"", ""SDSS sample"", ""JLA sample""],
""Technique"": [""hemisphere comparison method"", ""dipole fitting method"", ""Healpix""],
""Process"": [""adopting"", ""employing"", ""investigating"", ""testing"", ""performing"", ""comparing"", ""cross checking""],
""Measure"": [""anisotropy"", ""accelerating expansion rate"", ""preferred direction"", ""redshift tomography""],
""Concept"": [""cosmic anisotropy"", ""cosmic isotropy"", ""inhomogeneous distribution""]
}"
2021ApJ...919..140S__Bartos_et_al._2017_Instance_2	"{
""Task"": [""relaxation of IMBHs""],
""Material"": [""stellar clusters"", ""stellar mass black holes"", ""massive binaries"", ""AGN accretion disks"", ""gaseous disk"", ""nuclear stellar disks""],
""Technique"": [""resonant dynamical friction"", ""Chandrasekhar dynamical friction"", ""Lidov–Kozai oscillations""],
""Process"": [""capture of objects"", ""dynamical interactions"", ""gas effects"", ""merger"", ""realignment"", ""warping of the disk""],
""Measure"": [""orbital inclinations"", ""SMBH mass"", ""local disk mass"", ""GWs detectable by LIGO, VIRGO, and KAGRA""],
""Concept"": [""IMBHs"", ""BH–BH binaries"", ""gravitational waves"", ""AGN merger channel"", ""GW source populations"", ""orbital planes of BHs"", ""anisotropic systems""]
}"
2016ApJ...832...57P__Vasquez_&_Markovskii_2012_Instance_1	"{
""Task"": [""variance anisotropy in kinetic plasmas"", ""transition from kinetic to MHD-like behavior"", ""relation of timescales at the proton gyroscale and their relation to relative proton–electron heating""],
""Material"": [""P3D family of codes"", ""2.5D geometry"", ""2D grid""],
""Technique"": [""hybrid particle-in-cell (PIC) simulations"", ""full PIC simulations"", ""filtering""],
""Process"": [""initialization of simulation"", ""computing gradients""],
""Measure"": [""total energy"", ""fluctuation energy"", ""Debye length"", ""di""],
""Concept"": [""kinetic plasmas"", ""MHD-like behavior"", ""proton inertial length"", ""proton plasma frequency"", ""ion inertial length"", ""Orszag–Tang vortex (OTV)"", ""turbulent"", ""proton gyroscale"", ""particle noise"", ""vorticity""]
}"
2016AandA...588A...2L__Mätzler_(1998)_Instance_3	"{
""Task"": [""spectroscopic detection""],
""Material"": [""H2O ice"", ""Pluto"", ""Charon"", ""CH4 ices"", ""N2 ices""],
""Technique"": [""absorption coefficients"", ""analytic formulations""],
""Process"": [""extrapolation"", ""estimation""],
""Measure"": [""penetration length"", ""diurnal skin depth"", ""seasonal skin depth"", ""penetration depth"", ""microwave transparency""],
""Concept"": [""cosmogonical abundance"", ""tholin mix"", ""sub-mm-to-cm wavelengths"", ""seasonal layer""]
}"
2016AandA...586A..81H__Massey_(2002)_Instance_1	"{
""Material"": [""XMM-Newton"", ""ASCA"", ""Chandra"", ""Einstein"", ""Integral"", ""ROSAT"", ""Swift"", ""RXTE"", ""Two Micron All Sky Survey (2MASS)"", ""Spitzer IRAC""],
""Technique"": [""X-ray coordinates"", ""optical counterpart identification"", ""Magellanic Clouds Photometric Survey (MCPS)"", ""near-IR counterpart identification"", ""Spitzer IRAC fluxes measurement""],
""Measure"": [""uncertainty of X-ray position"", ""confidence class"", ""optical coordinates"", ""Magellanic Clouds Photometric Survey (MCPS) photometry"", ""colour indices"", ""reddening-free Q-value"", ""near-IR magnitudes"", ""near-IR colour indices"", ""Spitzer IRAC fluxes"", ""angular distance"", ""neutron star spin period"", ""orbital period"", ""X-ray flux"", ""X-ray variability factor"", ""equivalent width of the Hα line""],
""Process"": [""source discovery"", ""identification of optical counterpart"", ""determination of X-ray coordinate"", ""calculation of confidence class"", ""calculation of colour indices"", ""calculation of reddening-free Q-value"", ""calculation of near-IR colour indices"", ""conversion of fluxes""],
""Concept"": [""X-ray sources"", ""optical counterparts"", ""emission-line stars"", ""Magellanic Clouds"", ""near-IR counterparts"", ""neutron stars"", ""orbital periods"", ""X-ray variability"", ""Hα line""]
}"
2021AandA...654A.124W__Tanvir_et_al._2017_Instance_2	"{
""Task"": [""multi-messenger GW event"", ""GW analysis""],
""Material"": [""LIGO"", ""Virgo"", ""Fermi Gamma-ray Burst Monitor""],
""Technique"": [],
""Process"": [],
""Measure"": [],
""Concept"": [""GW170817 signal"", ""GRB 170817A"", ""kilonova AT 2017gfo"", ""compact binary mergers"", ""SGRBs"", ""hypermassive NS"", ""DNS system"", ""merger ejecta"", ""angular structure of the SGRB jet"", ""afterglow emission"", ""electromagnetic bands"", ""ultraviolet–optical–infrared band""]
}"
2019ApJ...887...26O__Garon_et_al._2019_Instance_1	"{
""Task"": [""understand the character of RG encounters with ICM shocks"", ""model radio synchrotron properties"", ""study the interactions of shocks with a previously formed NAT""],
""Material"": [""MHD simulation"", ""ICM shocks"", ""RGs"", ""NAT RGs"", ""AGN sources"", ""CRe""],
""Technique"": [""MHD simulation study"", ""passive transport"", ""energy-dependent transport"", ""synthetic radio synchrotron observations""],
""Process"": [""simulate the interactions"", ""carry out synthetic observations""],
""Measure"": [""shock Mach numbers""],
""Concept"": [""RG encounters"", ""ICM-strength shocks"", ""narrow-angle tail"", ""radio relics"", ""dynamical properties"", ""observable properties"", ""NAT formation dynamics""]
}"
2020MNRAS.495..758H__Wang_et_al._2014_Instance_1	"Here is the output in JSON format:

{
""Task"": [""fragmentation length and time-scales of cores forming in an accreting filament""],
""Material"": [""filament"", ""cores""],
""Technique"": [""gravitational fragmentation model""],
""Process"": [""simulations""],
""Measure"": [""radial velocity dispersion"", ""total equilibrium velocity dispersion"", ""theoretical radius"", ""central density"", ""fragmentation length scale"", ""growth time-scale""],
""Concept"": [""inflow Mach number"", ""line-mass"", ""accreting filament"", ""density perturbations"", ""dispersion relation"", ""unperturbed initial density"", ""wave vector"", ""perturbation length"", ""filament axis"", ""growth rate"", ""growth time-scale"", ""perturbation strength"", ""dominant fragmentation length scale"", ""dominant mode"", ""mass accretion rate""]
}"
2021ApJ...910...82L__Schrijver_2001_Instance_1	"{
""Task"": [""on-disk condensations"", ""coronal rain events""],
""Material"": [""AIA 304 Å observations"", ""SDO"", ""STEREO A and B""],
""Technique"": [],
""Process"": [""heating-condensation cycles"", ""reconnection"", ""cooling and condensation process""],
""Measure"": [""171 Å channel"", ""131 Å channel""],
""Concept"": [""thermal nonequilibrium"", ""magnetically closed field lines"", ""nanoflare heating"", ""transition region"", ""chromospheric lines"", ""high corona""]
}"
2018ApJ...866L...1S__Pecharromán_et_al._1999_Instance_5	"{
""Material"": [""bayerite"", ""boehmite"", ""pellets"", ""powders"", ""air"", ""θ-alumina"", ""δ-alumina"", ""α-alumina""],
""Technique"": [""complex dielectric function"", ""effective medium theory"", ""reflectance spectra"", ""infrared reflectance spectrum"", ""XRD"", ""infrared spectroscopy"", ""NMR spectroscopy""],
""Process"": [""heating"", ""modeling"", ""pressing""],
""Measure"": [""depolarization parameters"", ""opacity"", ""μm features""],
""Concept"": [""dielectric function"", ""spheroid"", ""depolarization"", ""OH− stretching bands""]
}"
2021MNRAS.503..324M__Zhao_et_al._2019_Instance_3	"{
""Task"": [""determined the orbital parameters"", ""updated the parameters"", ""calculated the contact factors"", ""confirmed the mass ratio""],
""Material"": [""RS Ser"", ""V449 Per"", ""V1095 Her"", ""V593 Cen"", ""MR Del"", ""light curves"", ""radial velocities""],
""Technique"": [""formula f  = (Ωin – Ω1)/(Ωin – Ωout)""],
""Process"": [""determined"", ""updated"", ""calculated"", ""confirmed"", ""revised"", ""estimated""],
""Measure"": [""contact factor"", ""orbital inclination"", ""temperature difference"", ""mass ratio""],
""Concept"": [""contact binary"", ""early-type contact binary"", ""black hole candidate"", ""starspot activity"", ""minima timing variability"", ""low-mass eclipsing binary"", ""extra-solar"", ""brown dwarfs""]
}"
2019MNRAS.487...24G__Rogers_2015_Instance_1	"{
""Task"": [""planet formation and evolution""],
""Material"": [""Kepler mission"", ""planetary systems"", ""California-Kepler Survey""],
""Technique"": [""asteroseismology""],
""Process"": [],
""Measure"": [""average densities"", ""planet radii"", ""orbital period"", ""slope""],
""Concept"": [""super-Earths"", ""sub-Neptunes"", ""rocky compositions"", ""H/He envelopes"", ""radius valley""]
}"
2019ApJ...883...73C__Ruffolo_et_al._2012_Instance_1	"{
""Task"": [""connection between historic cosmic-ray intensities and the solar properties"", ""solution of the Parker cosmic-ray transport equation""],
""Material"": [""cosmic rays"", ""heliosphere"", ""HMF"", ""NMs"", ""spacecraft observations""],
""Technique"": [""force-field approach"", ""quasilinear theory"", ""weakly nonlinear theory"", ""nonlinear guiding center theory"", ""QLT"", ""WNLT"", ""NLGC""],
""Process"": [""scattering of cosmic rays"", ""diffusion coefficients"", ""turbulence power spectra"", ""analysis of cosmic-ray anisotropies and gradients""],
""Measure"": [""effective diffusion coefficient"", ""power spectrum of the turbulent fluctuations"", ""magnetic variance"", ""correlation scales"", ""mean free paths""],
""Concept"": [""cosmic-ray transport equation"", ""Parker equation"", ""solar cycle"", ""solar magnetic polarity"", ""turbulence quantities"", ""anisotropies"", ""gradients""]
}"
2019MNRAS.485L..78V__Chatterjee_et_al._2017_Instance_1	"{
""Task"": [""constraining the properties of the persistent radio source associated with FRB 121102""],
""Material"": [""FRB 121102"", ""European Very Long Baseline Interferometry (VLBI) Network"", ""Milky Way interstellar medium (ISM)""],
""Technique"": [""synchrotron emissivity and absorption coefficients"", ""equipartition between the relativistic gas and magnetic field""],
""Process"": [""refractive interstellar scintillation""],
""Measure"": [""amplitude modulations"", ""source radius"", ""equipartition magnetic field"", ""column of relativistic electrons"", ""Lorentz factor"", ""spectral break frequency"", ""synchrotron cooling rates"", ""source ages"", ""expansion velocities""],
""Concept"": [""persistent radio source"", ""Faraday-rotating medium"", ""relativistic gas"", ""magnetic field"", ""synchrotron sources"", ""interstellar scintillation"", ""power-law energy distribution"", ""Lorentz factor"", ""equipartition energy""]
}"
2018MNRAS.480.2881M__Berkley,_Kazanas_&_Ozik_2000_Instance_1	"{
""Task"": [""uncorrelated variations"", ""well correlated multiwavelength variations"", ""energetics problem""],
""Material"": [""optical light curves"", ""X-ray emission"", ""microlensing observations"", ""NGC 5548"", ""NGC 4151"", ""UVW2 observations"", ""AGN""],
""Technique"": [""reprocessing"", ""microlensing"", ""X-ray low/high energy reverberation""],
""Process"": [""heating"", ""re-radiation"", ""thermal time-scale""],
""Measure"": [""coronal sizes"", ""X-ray waveband"", ""lags"", ""energy dependence"", ""thermal time-scale""],
""Concept"": [""central corona"", ""disc"", ""outer disc"", ""inner edge"", ""re-radiation surface"", ""absorbing medium""]
}"
2016ApJ...828...83G__Guo_et_al._2012_Instance_1_2342	"Here is the output in JSON format:

{
""Task"": [""magnetic field structures study"", ""reconstructions on the scale of local active regions""],
""Material"": [""magnetic flux ropes"", ""magnetic null points"", ""quasi-separatrix layers"", ""active regions"", ""grid points"", ""data""],
""Technique"": [""NLFFF models"", ""iterative Grad–Rubin scheme"", ""Cartesian coordinates"", ""spherical geometry"", ""tetrahedral meshes""],
""Process"": [""magnetic field concentration isolation"", ""mitigating lateral boundary conditions""],
""Measure"": [""spatial resolution"", ""field of view"", ""data volume"", ""computation time""],
""Concept"": [""magnetic field lines"", ""electric current channels"", ""non-potential magnetic field"", ""magnetic domain"", ""Sun's curvature""]
}"
2019ApJ...883..189S__Cecil_et_al._2001_Instance_1	"{
""Material"": [""NGC 3079"", ""galaxy pair"", ""radio structure"", ""X-ray gas"", ""emission-line filaments"", ""CHANG-ES sample""],
""Concept"": [""Seyfert 2/LINER galaxy"", ""nuclear starburst"", ""star formation"", ""Compton-thick AGN"", ""disk-like pseudo-bulge"", ""superwind"", ""shock-ionized gas"", ""ambient medium""],
""Technique"": [""radio jet"", ""X-ray emission"", ""emission-line imaging"", ""polarized intensity""],
""Process"": [""starburst-wind origin"", ""AGN-driven winds"", ""jet origin"", ""supersonic velocities"", ""precessing"", ""kinetic energy transformation"", ""thermal energy expansion""]
}"
2018AandA...620A.122S__Švanda_et_al._(2014)_Instance_2	"{
""Task"": [""description of supergranulation""],
""Material"": [""Doppler maps"", ""atmospheric currents"", ""photosphere"", ""supergranules"", ""supergranular cells"", ""magnetic elements"", ""magnetic network"", ""sunspots"", ""moat flow"", ""moat cell""],
""Technique"": [""Fourier local correlation tracking"", ""intergranular magnetic elements"", ""time-distant helioseismic inversions""],
""Process"": [""reduction of larger scale flows"", ""formation of cellular network"", ""radially directed flow"", ""convective blueshift"", ""differential rotation"", ""merging or splitting event"", ""advecting magnetic field elements"", ""strengthening or weakening of the network lanes""],
""Measure"": [""diameters of supergranules"", ""mean horizontal velocity"", ""flow velocity"", ""horizontal velocities"", ""mean lifetime of supergranules"", ""turnover time""],
""Concept"": [""supergranulation"", ""atmospheric currents"", ""deep-syntactic structures"", ""convective flows"", ""magnetic network"", ""quiet-Sun magnetic network"", ""moat flow"", ""sunspot"", ""supergranular convection"", ""supergranular pattern""]
}"
2019MNRAS.490.2071Y__Riess_et_al._2018_Instance_3	"{
""Task"": [""observational constraints on the model parameters""],
""Material"": [""CMB"", ""Pantheon"", ""CC"", ""R18"", ""local measurement of H0""],
""Technique"": [],
""Process"": [""estimation"", ""inclusion of data points"", ""comparisons of observational constraints""],
""Measure"": [""Hubble constant H0"", ""model parameters""],
""Concept"": [""UM"", ""transition from past decelerating era to current accelerating era"", ""correlation between parameters μ and H0"", ""physical nature of μ""]
}"
2019MNRAS.490.1870L__Guo_et_al._2015_Instance_1	"{
""Task"": [""measure the multipole moments""],
""Material"": [""dark matter haloes"", ""galaxies"", ""simulation""],
""Technique"": [""tabulation method""],
""Process"": [""populating dark matter haloes"", ""assigning satellite tracers"", ""binning haloes"", ""measuring cross- and autocorrelation multipole moments"", ""estimating galaxy number density"", ""estimating multipole moments""],
""Measure"": [""multipole moments"", ""galaxy number density"", ""realization noise""],
""Concept"": [""halo mass"", ""concentration"", ""galaxy–halo model"", ""satellite radial profile parameter""]
}"
2017AandA...604A..53C__Bolatto_et_al._(2013)_Instance_1	"{
""Task"": [""correlation between LCO(1−0)′ and M∗"", ""interpretation of CO emission and stars""],
""Material"": [""galaxy samples"", ""CO emission"", ""stars"", ""Hi"", ""H2"", ""GMCs""],
""Technique"": [],
""Process"": [],
""Measure"": [""LCO(1−0)′"", ""M∗"", ""stellar surface density (Σ∗)"", ""12CO luminosity"", ""virial mass""],
""Concept"": [""hydrostatic pressure"", ""optically thick 12CO emission"", ""dynamical mass"", ""molecular gas clouds"", ""virial motions"", ""rotating disk""]
}"
2019MNRAS.490.5353M__Chen_&_Podsiadlowski_2017_Instance_1	"Here is the output in JSON format:

{
""Task"": [""constrain the strength of magnetic fields"", ""estimate the corresponding orbital decay"", ""explain the measured orbital-period derivative""],
""Material"": [""accretion flow models"", ""binary systems"", ""A0620-00"", ""GRMHD simulations"", ""circumbinary disc""],
""Technique"": [""first-principles approach"", ""GRMHD simulations""],
""Process"": [""measuring how much angular momentum is lost"", ""estimating the corresponding orbital decay"", ""integrating the formula""],
""Measure"": [""orbital-period derivative"", ""angular momentum flux"", ""ratio of angular momentum flux to the orbital angular momentum""],
""Concept"": [""magnetic braking"", ""magnetized outflows"", ""orbital angular momentum"", ""stress–energy tensor"", ""adiabatic index"", ""four-velocity"", ""four-vector"", ""magnetic field"", ""accretion flow"", ""circumbinary disc""]
}"
2020ApJ...899..147F__Hörst_et_al._2018_Instance_1	"{
""Task"": [""interpretation of transit spectra"", ""explanation of low spectral modulation"", ""determination of C/O ratio""],
""Material"": [""hot Jupiter atmospheres"", ""exoplanet atmospheres"", ""HD 189733 b"", ""WASP-12b""],
""Technique"": [""thermochemical equilibrium models"", ""laboratory works"", ""photochemistry""],
""Process"": [""condensate cloud formation"", ""photochemical aerosol formation"", ""molecular composition determination""],
""Measure"": [""spectral modulation"", ""C/O ratio"", ""water mixing ratio"", ""bulk elemental ratio""],
""Concept"": [""aerosols"", ""condensate clouds"", ""photochemical organic aerosols"", ""refractory materials"", ""hot Jupiters"", ""carbon-rich exoplanets""]
}"
2022AandA...663A.105P__Finoguenov_et_al._2010_Instance_1	"{
""Material"": [""galaxy clusters"", ""ICM"", ""cluster radio galaxies"", ""AGN outflows"", ""tails and lobes""],
""Technique"": [""diffusive shock acceleration"", ""DSA""],
""Measure"": [""polarisation"", ""spectral index"", ""Largest Linear Sizes"", ""LLS"", ""radio powers"", ""integrated spectral index"", ""Mach numbers""],
""Concept"": [""cluster radio relics"", ""ICM shock waves"", ""electrons"", ""thermal pool"", ""seed electrons"", ""merger history"", ""formation processes"", ""double relics"", ""cluster centre"", ""outskirts""],
""Process"": [""acceleration of electrons"", ""scattering"", ""gaining energy"", ""accelerating electrons"", ""constraining the merger history""]
}"
2017MNRAS.470.2959K___2013_Instance_2	"{
""Task"": [""estimating moments of the velocities"", ""predict the kinematics of the MW halo"", ""cumulatively construct the velocity dispersion and anisotropy of the outer halo""],
""Material"": [""halo stars"", ""Galaxy"", ""Sun"", ""Galactic Centre"", ""position vector"", ""line-of-sight velocity"", ""four-dimensional data"", ""Hubble Space Telescope data"", ""M31 galaxy"", ""Galactic foreground stars""],
""Technique"": [""marginalization scheme"", ""fit an ellipsoidal distribution of velocities"", ""apply an alternative power-law model"", ""marginalisation technique""],
""Process"": [""fit a model marginalized over the unknown tangential motions"", ""estimate the velocity moments of the system""],
""Measure"": [""velocity dispersions"", ""velocity anisotropy parameter"", ""β""],
""Concept"": [""galactocentric radial direction"", ""heliocentric radial direction"", ""galactocentric velocities"", ""tangential galactocentric velocities"", ""kinematics"", ""anisotropy"", ""local shell-like structure"", ""kinematically coherent satellite galaxies"", ""kinematically coherent planar structures"", ""in situ stellar halo""]
}"
2019MNRAS.482.5222T__Bergeron_et_al._2011_Instance_1	"{
""Task"": [""determine Teff and log g"", ""study of post-main-sequence stellar evolution"", ""evolved planetary systems"", ""Galactic formation history"", ""calibration of instruments""],
""Material"": [""white dwarfs"", ""hydrogen-atmosphere DA white dwarfs"", ""helium-dominated DB stars"", ""stellar remnants"", ""companions"", ""Sloan Digital Sky Survey (SDSS)""],
""Technique"": [""spectroscopic fitting"", ""trigonometric parallax measurements"", ""photometric analyses"", ""white dwarf mass–radius relation""],
""Process"": [""characterize Teff and stellar radii"", ""infer surface gravity""],
""Measure"": [""effective temperature (Teff)"", ""surface gravity (log g)"", ""stellar radii"", ""parallax measurements"", ""photometry""],
""Concept"": [""post-main-sequence stellar evolution"", ""evolved planetary systems"", ""Galactic formation history"", ""internal stratification"", ""optical colours"", ""stellar remnants"", ""metal- or carbon-rich remnants""]
}"
2019ApJ...880..119C__Tomczak_et_al._2014_Instance_1	"{
""Task"": [""buildup of the passive population"", ""stellar mass function of passive galaxies""],
""Material"": [""galaxies"", ""field ratios"", ""cluster ratios"", ""star-forming galaxies"", ""ICM"", ""cold gas""],
""Technique"": [""SSP models""],
""Process"": [""mass-quenching processes"", ""energetic feedback"", ""ejective feedback"", ""ram pressure stripping"", ""strangulation""],
""Measure"": [""number density"", ""redshift bin"", ""M/L conversion"", ""faint-to-luminous ratio""],
""Concept"": [""environment"", ""passive population"", ""stellar mass function"", ""mass-independent environmental quenching scenario""]
}"
2020AandA...640A.133R___et_al._2017_Instance_1	"{
""Material"": [""CO line emission"", ""2MASS"", ""IRAS 12, 25, and 60 μm bands"", ""General Catalog of Variable Stars"", ""General Catalog of Galactic S stars"", ""ALMA""],
""Task"": [""modeling circumstellar CO line emission""],
""Concept"": [""AGB stars"", ""stellar parameters"", ""wind parameters"", ""mass-losing stars"", ""Galactic mass-losing AGB stars""],
""Measure"": [""distance distribution"", ""scale height"", ""flux measurements"", ""CO radio line emission""],
""Process"": [""interferometric data collection"", ""sample selection"", ""data analysis""]
}"
2021MNRAS.503.1319G__Chae_&_Mao_2003_Instance_2	"{
""Task"": [""constraining VDF parameters"", ""lensing statistics""],
""Material"": [""lens sample"", ""Sample A"", ""Sample B"", ""CLASS"", ""PANELS"", ""SDSS"", ""SSRS2""],
""Technique"": [""χ2 – minimization procedure""],
""Process"": [""fitting values"", ""constraining a model VDF"", ""maximizing likelihood""],
""Measure"": [""1σ uncertainties"", ""68.3 per cent confidence level"", ""image separation distribution""],
""Concept"": [""characteristic velocity dispersion"", ""number density"", ""redshifts"", ""effective epoch"", ""VDF evolution"", ""stellar VDF"", ""exponential cut-off index"", ""α − β plane""]
}"
2020MNRAS.493.3045B__Jaisawal_&_Naik_2015a_Instance_2_725	"{
""Task"": [""probe any cyclotron line feature""],
""Material"": [""NuSTAR data"", ""SUZAKU data""],
""Technique"": [""NPEX model"", ""cutoffpl models"", ""Gaussian absorption model"", ""ftest task"", ""xspec""],
""Process"": [""fitting"", ""adding""],
""Measure"": [""χ2/d.o.f"", ""F value"", ""chance probability"", ""flux""],
""Concept"": [""cyclotron line feature"", ""continuum"", ""photon index"", ""cutoff energies"", ""absorption line"", ""line energy"", ""line width"", ""line depth""]
}"
2020MNRAS.498.1801K__Gundlach_et_al._2011_Instance_1	"{
""Material"": [""water ice"", ""hydrogen"", ""oxygen"", ""icy dust particles"", ""comets"", ""dust particles"", ""planetesimals"", ""protoplanetary discs"", ""silicate aggregates"", ""complex organic matter""],
""Technique"": [""reactive accretion"", ""laboratory experiments"", ""coagulation growth"", ""laboratory measurements"", ""JKR theory"", ""numerical simulations""],
""Process"": [""coagulation"", ""accretion"", ""condensation"", ""scattering"", ""growth"", ""collision"", ""drift""],
""Concept"": [""snow line"", ""cold regions"", ""Universe"", ""molecular clouds"", ""stellar radiation"", ""traffic jam effect""],
""Measure"": [""temperature"", ""collision velocity"", ""vdisrupt""]
}"
2020MNRAS.499.1788W__Malhotra_et_al._2001_Instance_2	"{
""Task"": [""tracing the ISM of nearby and distant galaxies"", ""constrain quantities such as the ionization rate and metallicity of the ISM of galaxies""],
""Material"": [""Carbon"", ""Nitrogen"", ""Oxygen"", ""ISO"", ""PACS spectrometer"", ""ESA Herschel Space Observatory""],
""Technique"": [""PDR models""],
""Process"": [""measurement of the emission from different lines"", ""combining with photodissociation region (PDR) models"", ""surveyed in local galaxies""],
""Measure"": [""ionization rate"", ""metallicity"", ""FIR luminosity"", ""FUV field"", ""gas density""],
""Concept"": [""ISM"", ""photodissociation region"", ""star-forming galaxies"", ""starburst activity"", ""coolant"", ""ionized ISM"", ""neutral gas"", ""excitation temperature"", ""critical density""]
}"
2015MNRAS.450.3458C__Cichowolski_et_al._2001_Instance_7	"{
""Material"": [""CO shell"", ""ISM"", ""WR star"", ""O-star"", ""WNH star"", ""OB star"", ""Galactic O-Star Catalog"", ""Early-Type Emission-Line Stars Catalogue"", ""Catalogue of Be stars"", ""H-alpha Stars in the Northern Milky Way Catalogue"", ""Catalog of Galactic OB Stars""],
""Technique"": [],
""Process"": [],
""Measure"": [""kinetic energy"", ""expansion velocity"", ""molecular mass"", ""atomic mass"", ""ionized mass"", ""energy conversion efficiency"", ""mechanical energy"", ""energy injected""],
""Concept"": [""deep-syntactic structures"", ""evolutionary models"", ""main sequence"", ""spectral type""],
""Task"": []
}"
2021MNRAS.504.1939G__Zhang_&_Yan_2011_Instance_2	"{
""Task"": [""measurement of polarization angle"", ""study of magnetic field configurations""],
""Material"": [""GRBs"", ""ICMART model""],
""Technique"": [""modelling""],
""Process"": [""magnetic reconnection"", ""emission"", ""internal shocks""],
""Measure"": [""polarization angle"", ""Δϕ"", ""θobs"", ""θj"", ""Γ"", ""ξj""],
""Concept"": [""axisymmetry"", ""bulk Γ"", ""local magnetic field orientation"", ""wave vector"", ""emission region"", ""mini-jet"", ""outflow"", ""bright patches"", ""LOS"", ""radial direction"", ""Btor field configuration"", ""B⊥"", ""B∥"", ""Bord"", ""afterglow polarization""]
}"
2021AandA...646A..96C__Brusa_et_al._2018_Instance_1	"{
""Task"": [""impact of AGN on the molecular gas reservoir"", ""effect of the AGN activity on the molecular gas""],
""Material"": [""molecular gas"", ""galaxies"", ""Hα emission line"", ""CO luminosity"", ""ALMA sample"", ""SINFONI data""],
""Technique"": [""integral field spectroscopy"", ""uniform assumptions""],
""Process"": [""AGN feedback"", ""outflows"", ""star formation"", ""shocks"", ""heating"", ""dissociation""],
""Measure"": [""gas fractions"", ""stellar mass"", ""CO luminosity deficit"", ""Mgas,mol/M*""],
""Concept"": [""AGN-driven outflows"", ""deep-syntactic structures"", ""cosmic noon"", ""ISM"", ""high-J CO transitions""]
}"
2018MNRAS.479..615M__Shakura_&_Sunyaev_1973_Instance_1	"Here is the output in JSON format:

{
""Task"": [""detecting Compton hump"", ""fitting of the 0.3–10 keV spectrum"", ""modelling of the broad-band spectral data"", ""estimating SMBH mass""],
""Material"": [""NuSTAR observation"", ""spectral data"", ""Mrk 1044""],
""Technique"": [""spectral model"", ""X-ray variability techniques""],
""Process"": [""inclusion of the 10–50 keV spectral data"", ""fitting of the spectrum"", ""modelling of the broad-band spectral data"", ""estimation of the disc electron density"", ""verification of the SMBH mass""],
""Measure"": [""disc inclination angle"", ""spin"", ""emissivity indices"", ""break radius"", ""dimensionless mass accretion rate"", ""electron density"", ""Thomson scattering cross section"", ""Schwarzschild radius"", ""disc viscosity parameter"", ""fraction of the total power released by the disc into the corona"", ""normalized excess variance""],
""Concept"": [""Compton hump"", ""deep-syntactic structures"", ""standard α-disc"", ""radiation pressure dominated region"", ""inner region of the disc"", ""black hole mass"", ""corona"", ""AGN"", ""SMBH mass""]
}"
2021AandA...656A..44R__Sérsic_1968_Instance_1	"{
""Task"": [""detection of LSBGs"", ""characterization of structural and morphological properties"", ""screening of the sample""],
""Material"": [""data"", ""images"", ""instrumentation""],
""Technique"": [""specialized software or procedures"", ""Sérsic model"", ""GALFIT"", ""IMFIT"", ""automated segmentation catalogs"", ""deep learning techniques""],
""Process"": [""broad detection of LSBG candidates"", ""first detection of potential objects"", ""fitting with a Sérsic model"", ""supervision of all the objects matching the criteria of the sample""],
""Measure"": [""surface brightness"", ""radius"", ""structural parameters"", ""morphological parameters"", ""accuracy""],
""Concept"": [""LSBGs"", ""diffuse sources"", ""low-surface-brightness regime"", ""false positives"", ""clumped sources"", ""faint reflections"", ""artifacts""]
}"
